extension,CR,location,working_hours,price,const_year,model,L,RR,LR,GC,VA,SA,N,H,ME,XE,LGP,XL,3B,4F,MH
D,,NO,12510,50853,2008,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,FI,7270,115000,2015,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,FI,6444,125001,2016,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,FI,9568,70074,2011,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,FI,13428,80296,2011,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
F,,IT,4703,130000,2017,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,IT,7861,76500,2008,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,PL,10450,75262,2009,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
F,,PL,4830,128000,2017,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,PL,7600,71000,2012,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
NG,,AT,3604,135000,2018,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,FR,5977,115000,2015,323,1.0,,,,0.0,0.0,1.0,,,,,,,,
D,,BG,11700,39880,2006,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
F,,NL,3980,129000,2017,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,IT,14717,39000,2008,323,1.0,,,,0.0,0.0,1.0,,,,,,,,
D,,IT,5678,69000,2010,323,1.0,,,,0.0,0.0,1.0,,,,,,,,
E,,FR,6830,130000,2015,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,PL,9971,61350,2010,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NO,8795,64674,2011,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,8898,49800,2011,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
NG,,BE,4127,153000,2018,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
F,,PL,5353,103000,2017,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,FR,3344,105000,2015,323,1.0,,,,0.0,0.0,1.0,,,,,,,,
F,,PL,5268,123100,2017,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,RO,9300,45900,2006,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,IT,3126,118000,2016,323,1.0,,,,0.0,0.0,1.0,,,,,,,,
E,,FR,2890,124000,2016,323,1.0,,,,0.0,0.0,1.0,,,,,,,,
D,,NL,14554,52900,2006,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,14580,54900,2007,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,12981,49900,2009,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,PL,16000,48900,2011,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,FR,6844,109000,2015,323,0.0,,,,0.0,1.0,0.0,,,,,,,,
E,,PL,4897,121000,2016,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,DE,6000,128500,2015,323,0.0,,,,0.0,1.0,0.0,,,,,,,,
E,,DE,5800,129500,2015,323,0.0,,,,0.0,1.0,0.0,,,,,,,,
D,,DE,10800,46900,2009,323,1.0,,,,1.0,0.0,0.0,,,,,,,,
D,,DE,10500,49850,2009,323,1.0,,,,1.0,0.0,0.0,,,,,,,,
D,,HR,14880,45000,2008,323,1.0,,,,0.0,0.0,1.0,,,,,,,,
E,,DE,9480,66500,2012,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,10745,64000,2011,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,DE,11200,58000,2011,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,DE,7796,69900,2011,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,DE,5550,94000,2016,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
NG,,CZ,390,196000,2019,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,NL,11595,64800,2014,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,DE,5800,124900,2017,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
,,DE,5063,104000,2016,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,5,117500,2022,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,7,117500,2021,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,10,114500,2021,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,7,114500,2021,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,10,114500,2022,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,6,114800,2022,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,BE,4,114000,2021,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,6,113000,2021,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,4,114900,2021,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,12,109800,2020,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,8,117500,2021,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,5,115000,2021,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,4,112400,2021,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,6,114800,2021,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,5,114800,2021,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,4,114800,2021,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,6,114000,2021,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,11,114800,2021,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
F,,PL,4,128000,2017,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,PL,5,122532,2017,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,PL,4,121000,2016,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,FR,2,124000,2016,323,1.0,,,,0.0,0.0,1.0,,,,,,,,
E,,FR,6,130000,2015,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,FR,3,105000,2015,323,1.0,,,,0.0,0.0,1.0,,,,,,,,
E,,FR,5,115000,2015,323,1.0,,,,0.0,0.0,1.0,,,,,,,,
E,,NL,8,69800,2013,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,NL,6,99500,2016,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,NL,3,119500,2017,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,DE,8,82000,2015,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,5,112400,2021,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,10,119000,2020,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,BE,3,115000,2021,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,12,114800,2020,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,11,114800,2020,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,5,112500,2019,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,6,112500,2020,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,5,112500,2020,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,8,114900,2021,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,5,114900,2021,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,DE,7,112500,2020,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,SE,7508,113768,2015,329,0.0,,,,,,0.0,,,,,,,,
D,,HR,12129,75500,2009,329,1.0,,,,,,1.0,,,,,,,,
E,,NL,12927,73800,2012,329,0.0,,,,,,0.0,,,,,,,,
E,,NL,12039,71800,2012,329,0.0,,,,,,0.0,,,,,,,,
E,,DE,9900,83900,2011,329,0.0,,,,,,0.0,,,,,,,,
E,,DE,10600,77000,2012,329,1.0,,,,,,1.0,,,,,,,,
D,,CH,18180,47499,2008,329,0.0,,,,,,0.0,,,,,,,,
E,,DE,11424,72900,2012,329,1.0,,,,,,0.0,,,,,,,,
E,,DE,11500,89900,2014,329,0.0,,,,,,0.0,,,,,,,,
E,,NL,12281,72800,2012,329,0.0,,,,,,0.0,,,,,,,,
E,,UK,6099,54310,2014,329,1.0,,,,,,1.0,,,,,,,,
E,,SK,8350,145000,2015,329,1.0,,,,,,1.0,,,,,,,,
E,,GB,8424,81789,2014,329,1.0,,,,,,0.0,,,,,,,,
E,,IT,14096,70000,2012,329,0.0,,,,,,0.0,,,,,,,,
E,,PL,16409,74190,2012,329,0.0,,,,,,0.0,,,,,,,,
D,,BE,11000,62000,2010,329,1.0,,,,,,1.0,,,,,,,,
E,,CZ,11000,92032,2013,329,1.0,,,,,,1.0,,,,,,,,
D,,BE,6013,79000,2013,329,1.0,,,,,,0.0,,,,,,,,
E,,NL,12037,89500,2014,329,1.0,,,,,,0.0,,,,,,,,
E,,EE,12282,74000,2012,329,1.0,,,,,,0.0,,,,,,,,
E,,DE,10157,102221,2012,329,1.0,,,,,,0.0,,,,,,,,
E,,DE,10834,108171,2014,329,1.0,,,,,,0.0,,,,,,,,
D,,NL,9393,59500,2011,329,1.0,,,,,,0.0,,,,,,,,
E,,DE,11173,89900,2014,329,1.0,,,,,,1.0,,,,,,,,
E,,FI,9175,100000,2014,329,0.0,,,,,,0.0,,,,,,,,
D,,GB,14429,55184,2010,329,1.0,,,,,,0.0,,,,,,,,
E,,NO,5250,94575,2012,329,0.0,,,,,,0.0,,,,,,,,
E,,BE,7111,106000,2014,329,1.0,,,,,,1.0,,,,,,,,
D,,NL,10858,10000,2010,329,0.0,,,,,,0.0,,,,,,,,
E,,FR,5297,150000,2015,329,0.0,,,,,,0.0,,,,,,,,
E,,NL,11620,77900,2012,329,1.0,,,,,,1.0,,,,,,,,
E,,GB,9741,81749,2011,329,1.0,,,,,,0.0,,,,,,,,
E,,GB,7000,95323,2015,329,1.0,,,,,,0.0,,,,,,,,
D,,NL,5618,83295,2009,329,1.0,,,,,,0.0,,,,,,,,
E,,NL,14104,74800,2015,329,1.0,,,,,,0.0,,,,,,,,
E,,NL,15424,79800,2012,329,1.0,,,,,,0.0,,,,,,,,
D,,BE,11700,67000,2010,329,1.0,,,,,,1.0,,,,,,,,
D,,BE,11400,69000,2010,329,1.0,,,,,,1.0,,,,,,,,
D,,DE,9800,95000,2011,329,1.0,,,,,,0.0,,,,,,,,
D,,TR,14000,80000,2015,329,1.0,,,,,,0.0,,,,,,,,
E,,DE,11000,78000,2012,329,1.0,,,,,,0.0,,,,,,,,
E,,HR,12516,80500,2011,329,1.0,,,,,,1.0,,,,,,,,
E,,NO,8347,113743,2015,329,1.0,,,,,,0.0,,,,,,,,
D,,BE,6004,82000,2013,329,1.0,,,,,,0.0,,,,,,,,
D,,BE,5073,84000,2013,329,1.0,,,,,,0.0,,,,,,,,
E,,DE,11617,69000,2012,329,1.0,,,,,,1.0,,,,,,,,
D,,PL,9440,393000,2009,329,1.0,,,,,,0.0,,,,,,,,
E,,PL,9253,90108,2014,329,1.0,,,,,,1.0,,,,,,,,
E,,PL,7274,109936,2015,329,1.0,,,,,,0.0,,,,,,,,
E,,FI,10500,99000,2015,329,1.0,,,,,,0.0,,,,,,,,
E,,PL,11606,68297,2011,329,0.0,,,,,,0.0,,,,,,,,
E,,NL,7352,99000,2014,329,0.0,,,,,,0.0,,,,,,,,
D,,SE,12204,76874,2011,329,0.0,,,,,,0.0,,,,,,,,
D,,NL,14200,71000,2010,329,1.0,,,,,,0.0,,,,,,,,
E,,PL,14000,68470,2012,329,1.0,,,,,,1.0,,,,,,,,
E,,PL,7140,112841,2012,329,1.0,,,,,,0.0,,,,,,,,
D,,TR,7205,95000,2014,329,1.0,,,,,,0.0,,,,,,,,
E,,DE,10272,120000,2015,329,1.0,,,,,,0.0,,,,,,,,
D,,NL,8489,69000,2011,329,1.0,,,,,,0.0,,,,,,,,
E,,BE,8700,73000,2012,329,1.0,,,,,,0.0,,,,,,,,
E,,NL,11446,69500,2011,329,0.0,,,,,,0.0,,,,,,,,
E,,NL,12180,76500,2011,329,1.0,,,,,,0.0,,,,,,,,
D,,IT,13137,68000,2011,329,0.0,,,,,,0.0,,,,,,,,
E,,NL,6911,115000,2015,329,1.0,,,,,,0.0,,,,,,,,
E,,PL,11000,71000,2011,329,1.0,,,,,,1.0,,,,,,,,
E,,ES,7020,137000,2014,329,0.0,,,,,,0.0,,,,,,,,
E,,AT,6197,119500,2015,329,1.0,,,,,,1.0,,,,,,,,
E,,NL,11229,75900,2011,329,1.0,,,,,,1.0,,,,,,,,
E,,CH,8101,124469,2015,329,1.0,,,,,,1.0,,,,,,,,
E,,DE,10302,81000,2015,329,1.0,,,,,,1.0,,,,,,,,
E,,DE,12000,95000,2014,329,1.0,,,,,,0.0,,,,,,,,
E,,NL,14823,76800,2014,329,1.0,,,,,,0.0,,,,,,,,
E,,CH,10140,130504,2015,329,1.0,,,,,,1.0,,,,,,,,
E,,NL,13200,71800,2012,329,1.0,,,,,,0.0,,,,,,,,
E,,NL,10388,69500,2015,329,1.0,,,,,,0.0,,,,,,,,
D,,FI,13954,56000,2007,329,1.0,,,,,,0.0,,,,,,,,
D,,NL,14338,69900,2009,329,0.0,,,,,,0.0,,,,,,,,
E,,FR,10429,67000,2013,329,0.0,,,,,,0.0,,,,,,,,
E,,NL,9142,84500,2015,329,1.0,,,,,,0.0,,,,,,,,
D,,NL,12225,73900,2009,329,1.0,,,,,,1.0,,,,,,,,
E,,PL,3842,104306,2012,329,1.0,,,,,,1.0,,,,,,,,
E,,DE,8135,89000,2015,329,0.0,,,,,,0.0,,,,,,,,
E,,ES,9147,67500,2012,329,1.0,,,,,,0.0,,,,,,,,
E,,SE,11155,102459,2015,329,1.0,,,,,,0.0,,,,,,,,
E,,DE,9227,89000,2014,329,1.0,,,,,,1.0,,,,,,,,
E,,AT,8080,125000,2015,329,1.0,,,,,,1.0,,,,,,,,
E,,DE,10265,89900,2015,329,1.0,,,,,,0.0,,,,,,,,
D,,TR,12250,83000,2015,329,1.0,,,,,,0.0,,,,,,,,
E,,NL,12400,72000,2013,329,1.0,,,,,,1.0,,,,,,,,
D,,BE,6009,89000,2013,329,1.0,,,,,,0.0,,,,,,,,
E,,HR,11299,81500,2012,329,1.0,,,,,,1.0,,,,,,,,
E,,SE,11150,99364,2015,329,0.0,,,,,,0.0,,,,,,,,
E,,NO,13082,69872,2014,329,1.0,,,,,,0.0,,,,,,,,
E,,PL,8749,54743,2015,329,1.0,,,,,,0.0,,,,,,,,
E,,PL,13897,53234,2015,329,1.0,,,,,,0.0,,,,,,,,
E,,PL,9733,68105,2015,329,1.0,,,,,,0.0,,,,,,,,
E,,NO,9400,100435,2015,329,1.0,,,,,,0.0,,,,,,,,
E,,NL,9687,76500,2010,329,1.0,,,,,,0.0,,,,,,,,
D,,BE,5072,89000,2013,329,1.0,,,,,,0.0,,,,,,,,
E,,FR,7011,125000,2014,329,0.0,,,,,,0.0,,,,,,,,
D,,BE,7254,89000,2015,329,0.0,,,,,,0.0,,,,,,,,
E,,CH,12416,78023,2013,329,1.0,,,,,,1.0,,,,,,,,
D,,DE,4480,104000,2010,329,1.0,,,,,,0.0,,,,,,,,
E,,FR,5017,67000,2013,329,0.0,,,,,,0.0,,,,,,,,
E,,PL,11300,81680,2013,329,1.0,,,,,,0.0,,,,,,,,
D,,SE,11100,58793,2011,329,0.0,,,,,,0.0,,,,,,,,
E,,NL,5861,159000,2015,329,1.0,,,,,,0.0,,,,,,,,
D,,NL,8894,77000,2009,329,1.0,,,,,,1.0,,,,,,,,
E,,DE,8028,115000,2012,329,1.0,,,,,,1.0,,,,,,,,
E,,PL,5500,96000,2014,329,0.0,,,,,,0.0,,,,,,,,
E,,FR,11326,72000,2014,329,0.0,,,,,,0.0,,,,,,,,
E,,FR,5825,165000,2015,329,0.0,,,,,,0.0,,,,,,,,
E,,DK,14300,68303,2012,329,0.0,,,,,,0.0,,,,,,,,
E,,DK,8800,97479,2013,329,0.0,,,,,,0.0,,,,,,,,
D,,RU,14967,67964,2012,329,1.0,,,,,,0.0,,,,,,,,
E,,PL,8604,73841,2013,329,1.0,,,,,,1.0,,,,,,,,
E,,PL,9762,79286,2013,329,0.0,,,,,,0.0,,,,,,,,
E,,PL,10299,73841,2013,329,0.0,,,,,,0.0,,,,,,,,
E,,NL,10602,88500,2014,329,1.0,,,,,,0.0,,,,,,,,
E,,NL,5100,105000,2013,329,0.0,,,,,,0.0,,,,,,,,
E,,DE,8798,86000,2014,329,1.0,,,,,,1.0,,,,,,,,
E,,DE,8169,109000,2014,329,1.0,,,,,,1.0,,,,,,,,
E,,CH,9300,75852,2011,329,1.0,,,,,,1.0,,,,,,,,
D,,RO,11000,70000,2011,329,1.0,,,,,,0.0,,,,,,,,
E,,DE,9589,67900,2014,329,1.0,,,,,,0.0,,,,,,,,
E,,RO,7900,67500,2012,329,1.0,,,,,,0.0,,,,,,,,
D,,NL,8796,69000,2012,329,1.0,,,,,,0.0,,,,,,,,
E,,NL,5800,105000,2013,329,0.0,,,,,,0.0,,,,,,,,
D,,DE,10612,85500,2011,329,1.0,,,,,,1.0,,,,,,,,
E,,AT,7773,117500,2015,329,1.0,,,,,,0.0,,,,,,,,
E,,DE,8500,99500,2012,329,1.0,,,,,,1.0,,,,,,,,
E,,PL,9000,94910,2013,329,1.0,,,,,,0.0,,,,,,,,
E,,NL,9000,95000,2014,329,1.0,,,,,,0.0,,,,,,,,
E,,FR,6177,150000,2015,329,0.0,,,,,,0.0,,,,,,,,
E,,FR,11363,67000,2011,329,0.0,,,,,,0.0,,,,,,,,
E,,PL,7412,152959,2013,329,1.0,,,,,,1.0,,,,,,,,
D,,PL,9228,87879,2009,329,1.0,,,,,,0.0,,,,,,,,
E,,PL,4952,131266,2012,329,1.0,,,,,,1.0,,,,,,,,
D,,RU,14400,94631,2014,329,1.0,,,,,,0.0,,,,,,,,
E,,FI,15277,75000,2011,329,0.0,,,,,,0.0,,,,,,,,
E,,PL,8500,77476,2011,329,0.0,,,,,,0.0,,,,,,,,
E,,FI,12100,79000,2012,329,1.0,,,,,,0.0,,,,,,,,
D,,TR,7700,93000,2015,329,1.0,,,,,,0.0,,,,,,,,
E,,SE,9272,115244,2015,329,1.0,,,,,,0.0,,,,,,,,
E,,DE,10100,88000,2014,329,0.0,,,,,,0.0,,,,,,,,
D,,NL,11313,73900,2010,329,0.0,,,,,,0.0,,,,,,,,
E,,NL,14446,69500,2012,329,1.0,,,,,,0.0,,,,,,,,
E,,DE,7430,79000,2014,329,1.0,,,,,,1.0,,,,,,,,
E,,NL,12866,69800,2012,329,0.0,,,,,,0.0,,,,,,,,
D,,HR,9109,87500,2013,329,0.0,,,,,,0.0,,,,,,,,
E,,DE,11267,74500,2012,329,1.0,,,,,,1.0,,,,,,,,
E,,DE,9816,72500,2011,329,1.0,,,,,,1.0,,,,,,,,
E,,DE,10400,69900,2012,329,1.0,,,,,,1.0,,,,,,,,
F,,NL,5759,107500,2015,329,1.0,,,,,,0.0,,,,,,,,
D,,DE,9870,68900,2011,329,0.0,,,,,,0.0,,,,,,,,
E,,NL,13852,91800,2014,329,1.0,,,,,,0.0,,,,,,,,
E,,NL,5,159000,2015,329,1.0,,,,,,0.0,,,,,,,,
E,,DE,8,115000,2012,329,1.0,,,,,,1.0,,,,,,,,
E,,FR,11,72000,2014,329,0.0,,,,,,0.0,,,,,,,,
E,,PL,7,150236,2013,329,1.0,,,,,,1.0,,,,,,,,
E,,FR,11,71000,2011,329,0.0,,,,,,0.0,,,,,,,,
D,,PL,9,86315,2009,329,1.0,,,,,,0.0,,,,,,,,
E,,PL,4,128929,2012,329,1.0,,,,,,1.0,,,,,,,,
E,,FR,6,138000,2015,329,0.0,,,,,,0.0,,,,,,,,
E,,AT,8,123000,2015,329,1.0,,,,,,1.0,,,,,,,,
E,,FR,5,165000,2015,329,0.0,,,,,,0.0,,,,,,,,
E,,DE,8,86000,2014,329,1.0,,,,,,1.0,,,,,,,,
D,,RU,14,94631,2014,329,1.0,,,,,,0.0,,,,,,,,
D2,,NL,6700,135000,2018,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D2,,NL,10200,107900,2015,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D2,,UA,5639,125000,2016,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D,,SI,12450,97903,2008,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
C,,NL,11894,53800,2004,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
C,,GB,11000,105567,2006,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D,,ES,8167,40909,2007,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D,,DE,13554,59900,2007,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
NG,,DE,1166,239500,2020,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
D,,NL,19730,52000,2006,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
,,GB,3600,236497,2019,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
F,,NL,5700,145000,2018,330,1.0,,0.0,0.0,,,1.0,,,,,,,,
F,,AT,8450,125000,2017,330,1.0,,0.0,0.0,,,1.0,,,,,,,,
F,,AT,8435,124500,2017,330,1.0,,0.0,0.0,,,1.0,,,,,,,,
D,,DE,15000,49300,2008,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D,,AT,23158,46900,2009,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
D,,DE,18376,105791,2008,330,1.0,,1.0,0.0,,,0.0,,,,,,,,
C,,IT,18344,45000,2005,330,1.0,,0.0,0.0,,,1.0,,,,,,,,
D,,NL,21298,54800,2006,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
D,,BE,11750,61500,2008,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
F,,DE,1069,315638,2017,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
F,,DE,8456,89850,2016,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
D,,NL,17411,61500,2007,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
NG,,NL,3593,179000,2019,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
D,,UA,13100,186000,2008,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D,,NL,14862,68900,2008,330,1.0,,0.0,0.0,,,1.0,,,,,,,,
F,,NL,11297,98750,2016,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
F,,BE,6213,129000,2016,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D2,,NL,4287,119000,2015,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
C,,NL,22423,52800,2003,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
F,,DE,8071,144000,2016,330,1.0,,0.0,0.0,,,1.0,,,,,,,,
F,,BE,4601,149000,2016,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D,,BE,15477,70000,2008,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
D,,FR,10000,45600,2008,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
F,,FR,3635,205000,2018,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
C,,DE,11000,81991,2004,330,1.0,,0.0,0.0,,,1.0,,,,,,,,
D,,NL,17000,59500,2008,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D,,NL,11144,52500,2007,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D,,NL,12652,95000,2008,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D,,FI,17761,53000,2006,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D,,FI,21291,48000,2006,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
NG,,BY,3600,169000,2020,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
C,,GB,12000,105957,2005,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
F,,NO,10278,128253,2017,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
D2,,NL,7100,95000,2017,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D,,NL,22662,64800,2007,330,1.0,,1.0,0.0,,,0.0,,,,,,,,
F,,DE,6164,138500,2017,330,1.0,,0.0,0.0,,,1.0,,,,,,,,
D,,ES,7912,100894,2006,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
F,,NL,7262,123500,2016,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
F,,DE,9507,119000,2016,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D,,FR,12504,77900,2006,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
D,,RO,16966,50000,2008,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
F,,GB,4464,126695,2016,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D,,GB,10000,69984,2008,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D2,,NL,10836,89000,2015,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
F,,NL,3848,189000,2018,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
D,,NL,13106,139000,2006,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
D,,NL,14000,57000,2007,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
D,,ES,13500,72000,2008,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
F,,BE,3740,145000,2017,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
F,,NL,11926,93900,2016,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
NG,,PL,1820,195000,2020,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
D,,DE,15183,65000,2007,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D,,NL,9234,60000,2007,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
C,,NL,10470,52500,2002,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D,,NL,8144,60000,2008,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D,,DE,12300,61500,2007,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D,,NL,11064,62800,2008,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
C,,ES,6000,1,2002,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
D2,,NL,4700,115000,2018,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D,,NL,11841,62800,2008,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
C,,SE,10240,38507,2004,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D,,LV,10000,65000,2007,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
C,,NL,13557,49800,2005,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
F,,DE,7726,121900,2016,330,1.0,,0.0,0.0,,,1.0,,,,,,,,
D,,NL,9236,54500,2006,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D,,RU,19000,253277,2008,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
F,,CH,4414,155454,2016,330,1.0,,0.0,0.0,,,1.0,,,,,,,,
D,,DE,12700,135000,2006,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
C,,DE,12240,74900,2005,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
F,,FR,2472,211000,2017,330,0.0,,0.0,0.0,,,0.0,,,,,,,,
F,,NL,3918,149000,2017,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
D,,NL,24000,49500,2006,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
F,,PL,6120,98540,2016,330,1.0,,0.0,0.0,,,0.0,,,,,,,,
